Station,RA,DEC,Start_Epoch,Exposure(hr),FoV(deg),Center Frequency(GHz),Bandwidth(GHz),Mean(¦ÌJy),RMS(¦ÌJy),UL_95%(¦ÌJy),UL_95%(Jy/sr)
ALMA,20:44:03.8960,-06:47:12.512,2021-11-01T00:11:16.224,1.66,0.008,202.0269,0.8805,-0.057 ,0.988 ,1.880 ,122.752 
ALMA,04:12:21.0117,-05:55:08.023,2021-11-01T03:51:00.192,1.35,0.011,202.8033,1.735,-0.021 ,0.694 ,1.340 ,46.290 
ALMA,04:12:21.0117,-05:55:08.023,2021-11-01T03:51:00.192,1.35,0.011,204.0523,0.9298,-0.087 ,1.427 ,2.709 ,93.593 
ALMA,20:13:31.7782,-41:47:58.925,2019-09-20T03:13:34.176,0.81,0.014,204.066,1.86,0.013 ,2.822 ,5.544 ,118.231 
ALMA,00:21:28.2199,-08:39:51.210,2019-09-01T05:42:17.568,1.14,0.014,204.2918,1.859,0.129 ,1.202 ,2.485 ,52.995 
ALMA,20:13:31.7782,-41:47:58.925,2019-09-20T03:13:34.176,0.81,0.014,205.8213,1.832,-0.125 ,1.632 ,3.074 ,65.547 
ALMA,00:21:28.2199,-08:39:51.210,2019-09-01T05:42:17.568,1.14,0.014,206.0363,1.758,-0.012 ,0.677 ,1.315 ,28.043 
ALMA,23:45:55.7412,-11:04:57.630,2023-05-31T10:52:48.000,2.31,0.014,206.0591,1.711,-0.163 ,1.752 ,3.271 ,69.748 
ALMA,23:45:55.7412,-11:04:57.630,2023-05-31T10:52:48.000,2.31,0.014,207.7954,1.434,-0.020 ,2.420 ,4.723 ,100.723 
ALMA,02:32:25.9060,-08:12:04.767,2019-08-17T08:25:50.016,0.63,0.014,207.825,1.812,-0.034 ,1.208 ,2.334 ,49.768 
ALMA,02:32:25.9060,-08:12:04.767,2019-08-17T08:25:50.016,0.63,0.014,209.5594,1.805,-0.160 ,1.387 ,2.558 ,54.558 
ALMA,14:37:39.1227,-15:00:35.641,2021-09-26T19:29:33.600,0.78,0.006,212.866,1.856,-0.001 ,0.305 ,0.597 ,69.266 
ALMA,14:37:39.1227,-15:00:35.641,2021-09-26T19:29:33.600,0.78,0.006,214.5311,1.672,0.000 ,0.290 ,0.568 ,65.952 
ALMA,16:27:11.0414,-24:19:23.060,2019-06-24T00:49:38.640,0.81,0.006,217.0054,1.781,0.154 ,0.189 ,0.525 ,60.969 
ALMA,00:47:33.3977,-25:17:23.257,2019-06-09T09:45:48.192,4.45,0.002,218.9151,1.865,0.393 ,0.330 ,1.039 ,1085.388 
ALMA,16:27:11.0414,-24:19:23.060,2019-06-24T00:49:38.640,0.81,0.006,219.5641,0.462,0.235 ,0.620 ,1.450 ,168.315 
ALMA,11:01:52.6649,-34:42:28.008,2019-07-08T22:16:48.912,4.87,0.006,219.8947,1.857,0.047 ,0.065 ,0.173 ,20.141 
ALMA,16:27:11.0414,-24:19:23.060,2019-06-24T00:49:38.640,0.81,0.006,220.4015,0.4523,0.254 ,0.679 ,1.585 ,184.075 
ALMA,00:47:33.3977,-25:17:23.257,2019-06-09T09:45:48.192,4.45,0.002,220.788,1.779,0.403 ,0.328 ,1.047 ,1093.806 
ALMA,11:01:52.6649,-34:42:28.008,2019-07-08T22:16:48.912,4.87,0.006,222.3893,1.735,0.010 ,0.048 ,0.104 ,12.040 
ALMA,13:49:20.9277,-30:18:55.803,2021-09-28T15:58:06.960,0.84,0.012,224.0015,1.766,0.008 ,0.251 ,0.500 ,14.509 
ALMA,13:49:20.9277,-30:18:55.803,2021-09-28T15:58:06.960,0.84,0.012,226.0094,1.75,0.000 ,0.198 ,0.387 ,11.245 
ALMA,12:39:40.1663,-05:20:49.230,2019-07-07T21:17:52.992,3.27,0.006,226.1121,1.782,0.000 ,0.112 ,0.220 ,25.523 
ALMA,14:37:39.1227,-15:00:35.641,2021-09-26T19:29:33.600,0.78,0.006,226.4036,1.637,0.010 ,0.408 ,0.810 ,94.033 
ALMA,14:37:39.1227,-15:00:35.641,2021-09-26T19:29:33.600,0.78,0.006,227.8933,1.817,0.024 ,0.550 ,1.101 ,127.844 
ALMA,12:39:40.1663,-05:20:49.230,2019-07-07T21:17:52.992,3.27,0.006,228.6281,1.857,-0.002 ,0.087 ,0.168 ,19.538 
ALMA,04:27:03.5551,+25:42:11.980,2021-08-24T09:49:59.136,0.79,0.006,230.5338,0.9219,0.005 ,0.536 ,1.055 ,122.533 
ALMA,16:27:11.0414,-24:19:23.060,2019-06-24T00:49:38.640,0.81,0.006,230.5442,0.9332,0.114 ,0.532 ,1.156 ,134.276 
ALMA,04:27:03.5551,+25:42:11.980,2021-08-24T09:49:59.136,0.79,0.006,232.5906,1.766,0.003 ,0.369 ,0.725 ,84.212 
ALMA,16:27:11.0414,-24:19:23.060,2019-06-24T00:49:38.640,0.81,0.006,233.0056,1.781,0.078 ,0.249 ,0.567 ,65.798 
ALMA,11:01:52.6649,-34:42:28.008,2019-07-08T22:16:48.912,4.87,0.006,234.3892,1.735,0.011 ,0.106 ,0.218 ,25.347 
ALMA,00:47:33.3977,-25:17:23.257,2019-06-09T09:45:48.192,4.45,0.002,235.0512,1.846,0.546 ,0.217 ,0.971 ,1014.771 
ALMA,01:54:56.4429,-20:40:35.882,2019-06-24T09:53:45.072,2.15,0.005,236.7649,1.855,0.025 ,0.150 ,0.320 ,53.431 
ALMA,00:47:33.3977,-25:17:23.257,2019-06-09T09:45:48.192,4.45,0.002,236.8491,1.737,0.574 ,0.287 ,1.136 ,1186.875 
ALMA,11:01:52.6649,-34:42:28.008,2019-07-08T22:16:48.912,4.87,0.006,236.8892,1.735,0.028 ,0.073 ,0.171 ,19.878 
ALMA,01:54:56.4429,-20:40:35.882,2019-06-24T09:53:45.072,2.15,0.005,238.6576,1.836,0.014 ,0.093 ,0.197 ,32.875 
ALMA,13:49:20.9277,-30:18:55.803,2021-09-28T15:58:06.960,0.84,0.012,240.0021,1.766,0.003 ,0.208 ,0.410 ,11.912 
ALMA,12:39:40.1663,-05:20:49.230,2019-07-07T21:17:52.992,3.27,0.006,240.6893,1.782,0.002 ,0.107 ,0.212 ,24.570 
ALMA,02:42:42.2978,-00:00:46.826,2019-06-09T12:54:08.640,0.7,0.008,240.9943,1.781,-0.013 ,0.168 ,0.317 ,20.671 
ALMA,13:49:20.9277,-30:18:55.803,2021-09-28T15:58:06.960,0.84,0.012,242.0022,1.766,0.002 ,0.320 ,0.630 ,18.289 
ALMA,12:39:40.1663,-05:20:49.230,2019-07-07T21:17:52.992,3.27,0.006,242.9366,1.834,0.013 ,0.132 ,0.272 ,31.636 
ALMA,02:42:42.2978,-00:00:46.826,2019-06-09T12:54:08.640,0.7,0.008,242.9865,1.797,0.003 ,0.243 ,0.478 ,31.240 
ALMA,04:27:03.5551,+25:42:11.980,2021-08-24T09:49:59.136,0.79,0.006,244.9821,1.766,0.012 ,0.341 ,0.680 ,78.920 
ALMA,04:27:03.5551,+25:42:11.980,2021-08-24T09:49:59.136,0.79,0.006,246.899,1.766,0.024 ,0.436 ,0.878 ,101.926 
ALMA,03:05:17.6520,-31:51:05.325,2021-08-31T06:50:32.112,15.52,0.005,249.8647,0.5549,-0.005 ,0.113 ,0.217 ,36.271 
ALMA,09:07:41.3005,-00:42:18.978,2015-11-09T09:23:14.304,1.31,0.011,251.3126,0.9063,-0.002 ,0.407 ,0.797 ,27.517 
ALMA,03:05:17.6520,-31:51:05.325,2021-08-31T06:50:32.112,15.52,0.005,251.7983,1.258,0.001 ,0.039 ,0.077 ,12.899 
ALMA,01:54:56.4429,-20:40:35.882,2019-06-24T09:53:45.072,2.15,0.005,252.1529,1.822,0.033 ,0.134 ,0.296 ,49.448 
ALMA,09:07:41.3005,-00:42:18.978,2015-11-09T09:23:14.304,1.31,0.011,253.9766,1.328,0.003 ,0.307 ,0.604 ,20.866 
ALMA,01:54:56.4429,-20:40:35.882,2019-06-24T09:53:45.072,2.15,0.005,254.0036,1.844,0.030 ,0.100 ,0.226 ,37.727 
ALMA,10:00:21.8954,+02:35:02.594,2019-06-07T21:44:04.128,1.07,0.01,256.0312,1.782,0.010 ,0.509 ,1.008 ,42.124 
ALMA,02:42:42.2978,-00:00:46.826,2019-06-09T12:54:08.640,0.7,0.008,256.994,1.781,-0.027 ,0.597 ,1.144 ,74.696 
ALMA,10:00:21.8954,+02:35:02.594,2019-06-07T21:44:04.128,1.07,0.01,258.0393,1.797,0.002 ,0.588 ,1.155 ,48.277 
ALMA,02:42:42.2978,-00:00:46.826,2019-06-09T12:54:08.640,0.7,0.008,258.9939,1.781,-0.005 ,0.320 ,0.622 ,40.649 
ALMA,03:05:17.6520,-31:51:05.325,2021-08-31T06:50:32.112,15.52,0.005,264.6704,1.68,0.000 ,0.069 ,0.135 ,22.571 
ALMA,09:07:41.3005,-00:42:18.978,2015-11-09T09:23:14.304,1.31,0.011,266.6219,0.7501,-0.005 ,0.202 ,0.390 ,13.480 
ALMA,03:05:17.6520,-31:51:05.325,2021-08-31T06:50:32.112,15.52,0.005,266.8306,1.274,0.000 ,0.051 ,0.101 ,16.864 
ALMA,09:07:41.3005,-00:42:18.978,2015-11-09T09:23:14.304,1.31,0.011,268.3249,1.625,-0.005 ,0.258 ,0.500 ,17.272 
ALMA,10:00:21.8954,+02:35:02.594,2019-06-07T21:44:04.128,1.07,0.01,272.0332,1.782,0.011 ,0.287 ,0.572 ,23.915 
ALMA,10:00:21.8954,+02:35:02.594,2019-06-07T21:44:04.128,1.07,0.01,274.0334,1.782,0.007 ,0.615 ,1.213 ,50.686 
ALMA,23:29:37.4058,-15:20:22.700,2019-07-31T06:40:22.656,0.81,0.005,277.9288,1.842,-0.017 ,1.153 ,2.243 ,374.945 
ALMA,23:29:37.4058,-15:20:22.700,2019-07-31T06:40:22.656,0.81,0.005,279.8903,1.869,0.004 ,0.701 ,1.377 ,230.193 
ALMA,03:46:42.3081,-52:05:13.423,2023-10-02T10:15:43.296,2.42,0.006,285.6165,1.852,0.462 ,1.021 ,2.463 ,286.017 
ALMA,03:46:42.3081,-52:05:13.423,2023-10-02T10:15:43.296,2.42,0.006,287.6977,1.424,0.365 ,1.228 ,2.772 ,321.813 
ALMA,07:51:42.1795,+27:16:22.540,2023-07-29T15:36:42.816,1.34,0.005,287.9904,1.758,0.008 ,0.250 ,0.497 ,83.137 
ALMA,07:51:42.1795,+27:16:22.540,2023-07-29T15:36:42.816,1.34,0.005,289.9358,1.383,-0.005 ,0.374 ,0.727 ,121.558 
ALMA,23:29:37.4058,-15:20:22.700,2019-07-31T06:40:22.656,0.81,0.005,289.9998,1.866,-0.001 ,0.504 ,0.988 ,165.113 
ALMA,23:29:37.4058,-15:20:22.700,2019-07-31T06:40:22.656,0.81,0.005,291.8943,1.86,-0.012 ,1.224 ,2.387 ,399.148 
ALMA,22:51:50.2510,-17:52:37.432,2023-07-05T06:55:07.392,0.73,0.007,296.7717,1.078,0.015 ,1.657 ,3.263 ,278.331 
ALMA,03:46:42.3081,-52:05:13.423,2023-10-02T10:15:43.296,2.42,0.006,297.5165,1.637,0.571 ,0.649 ,1.843 ,213.984 
ALMA,22:51:50.2510,-17:52:37.432,2023-07-05T06:55:07.392,0.73,0.007,298.13,1.32,-0.007 ,0.480 ,0.932 ,79.534 
ALMA,03:46:42.3081,-52:05:13.423,2023-10-02T10:15:43.296,2.42,0.006,299.5122,1.421,0.439 ,1.846 ,4.057 ,471.073 
ALMA,07:51:42.1795,+27:16:22.540,2023-07-29T15:36:42.816,1.34,0.005,300.0104,1.719,-0.006 ,0.403 ,0.783 ,130.943 
ALMA,07:51:42.1795,+27:16:22.540,2023-07-29T15:36:42.816,1.34,0.005,301.4323,1.188,0.009 ,0.628 ,1.239 ,207.173 
ALMA,02:41:05.3034,-08:15:28.247,2023-07-24T09:15:44.112,0.31,0.004,305.706,1.812,1.525 ,12.640 ,26.299 ,6870.256 
ALMA,02:41:05.3034,-08:15:28.247,2023-07-24T09:15:44.112,0.31,0.004,307.5883,1.688,1.870 ,6.032 ,13.692 ,3576.988 
ALMA,22:51:50.2510,-17:52:37.432,2023-07-05T06:55:07.392,0.73,0.007,308.7004,1.359,0.039 ,1.170 ,2.332 ,198.915 
ALMA,22:51:50.2510,-17:52:37.432,2023-07-05T06:55:07.392,0.73,0.007,310.3311,1.656,-0.007 ,1.039 ,2.030 ,173.146 
ALMA,00:47:33.6041,-25:17:25.809,2021-08-28T07:14:36.480,2.36,0.004,316.1033,1.631,0.203 ,0.200 ,0.595 ,155.508 
ALMA,02:41:05.3034,-08:15:28.247,2023-07-24T09:15:44.112,0.31,0.004,317.7314,1.766,1.410 ,8.935 ,18.922 ,4943.198 
ALMA,00:47:33.6041,-25:17:25.809,2021-08-28T07:14:36.480,2.36,0.004,317.9886,1.569,0.194 ,0.409 ,0.995 ,259.913 
ALMA,02:41:05.3034,-08:15:28.247,2023-07-24T09:15:44.112,0.31,0.004,319.6001,1.801,1.522 ,5.260 ,11.831 ,3090.802 
ALMA,00:47:33.6041,-25:17:25.809,2021-08-28T07:14:36.480,2.36,0.004,328.01,1.406,0.321 ,0.389 ,1.082 ,282.644 
ALMA,00:47:33.6041,-25:17:25.809,2021-08-28T07:14:36.480,2.36,0.004,329.3899,1.115,0.492 ,0.364 ,1.205 ,314.903 
ALMA,04:36:46.3850,-62:04:46.763,2023-07-18T14:40:59.760,0.98,0.004,331.3744,1.468,1.061 ,2.593 ,6.143 ,1604.828 
ALMA,04:36:46.3850,-62:04:46.763,2023-07-18T14:40:59.760,0.98,0.004,333.0178,1.783,1.226 ,1.424 ,4.017 ,1049.386 
ALMA,19:23:17.5075,-07:41:02.668,2025-09-09T22:49:15.384,2.09,0.004,334.7232,1.817,-0.017 ,0.644 ,1.246 ,325.554 
ALMA,23:51:07.9846,-02:20:04.569,2023-08-05T05:44:13.920,0.67,0.007,336.4973,1.719,-0.043 ,0.357 ,0.656 ,55.994 
ALMA,19:23:17.5075,-07:41:02.668,2025-09-09T22:49:15.384,2.09,0.004,336.5211,1.85,0.008 ,0.207 ,0.415 ,108.354 
ALMA,23:51:07.9846,-02:20:04.569,2023-08-05T05:44:13.920,0.67,0.007,338.3926,1.719,0.056 ,0.727 ,1.481 ,126.312 
ALMA,05:32:52.3560,-50:47:19.798,2017-09-11T09:10:33.840,2.27,0.006,339.4294,1.848,0.174 ,0.817 ,1.774 ,205.960 
ALMA,02:42:41.1684,-00:00:54.816,2023-07-28T09:14:23.616,4.73,0.004,341.3986,1.857,-0.006 ,0.166 ,0.319 ,83.325 
ALMA,05:32:52.3560,-50:47:19.798,2017-09-11T09:10:33.840,2.27,0.006,341.4318,1.32,0.135 ,0.613 ,1.336 ,155.170 
ALMA,01:34:18.7868,-29:25:14.400,2021-09-04T05:14:21.744,2.21,0.004,342.2089,1.75,-0.006 ,0.208 ,0.401 ,104.702 
ALMA,04:36:46.3850,-62:04:46.763,2023-07-18T14:40:59.760,0.98,0.004,342.8793,1.236,1.151 ,2.903 ,6.841 ,1787.064 
ALMA,02:42:41.1684,-00:00:54.816,2023-07-28T09:14:23.616,4.73,0.004,343.2137,1.833,0.004 ,0.299 ,0.589 ,153.755 
ALMA,01:34:18.7868,-29:25:14.400,2021-09-04T05:14:21.744,2.21,0.004,344.0761,1.75,0.009 ,0.273 ,0.545 ,142.442 
ALMA,04:36:46.3850,-62:04:46.763,2023-07-18T14:40:59.760,0.98,0.004,344.7111,1.128,1.472 ,4.325 ,9.949 ,2599.006 
ALMA,19:23:17.5075,-07:41:02.668,2025-09-09T22:49:15.384,2.09,0.004,346.5854,1.83,0.021 ,0.326 ,0.660 ,172.405 
ALMA,19:23:17.5075,-07:41:02.668,2025-09-09T22:49:15.384,2.09,0.004,348.4478,1.851,0.015 ,0.344 ,0.689 ,180.063 
ALMA,23:51:07.9846,-02:20:04.569,2023-08-05T05:44:13.920,0.67,0.007,348.4964,1.719,0.136 ,0.329 ,0.781 ,66.615 
ALMA,23:51:07.9846,-02:20:04.569,2023-08-05T05:44:13.920,0.67,0.007,350.4543,1.719,0.056 ,0.431 ,0.901 ,76.862 
ALMA,05:32:52.3560,-50:47:19.798,2017-09-11T09:10:33.840,2.27,0.006,351.3838,1.625,0.004 ,0.479 ,0.943 ,109.502 
ALMA,05:32:52.3560,-50:47:19.798,2017-09-11T09:10:33.840,2.27,0.006,353.2593,1.625,-0.092 ,0.755 ,1.388 ,161.169 
ALMA,02:42:41.1684,-00:00:54.816,2023-07-28T09:14:23.616,4.73,0.004,353.3744,1.796,0.010 ,0.182 ,0.366 ,95.561 
ALMA,01:34:18.7868,-29:25:14.400,2021-09-04T05:14:21.744,2.21,0.004,353.9776,1.453,0.006 ,0.239 ,0.474 ,123.736 
ALMA,01:34:18.7868,-29:25:14.400,2021-09-04T05:14:21.744,2.21,0.004,355.001,1.813,0.007 ,0.281 ,0.559 ,146.005 
ALMA,02:42:41.1684,-00:00:54.816,2023-07-28T09:14:23.616,4.73,0.004,355.2571,1.841,0.012 ,0.391 ,0.779 ,203.415 
ALMA,16:34:10.0661,-15:48:29.735,2016-08-20T00:44:19.776,1.71,0.007,389.6832,1.863,5.581 ,27.090 ,58.676 ,5005.208 
ALMA,16:34:10.0661,-15:48:29.735,2016-08-20T00:44:19.776,1.71,0.007,391.0838,1.861,5.983 ,29.230 ,63.273 ,5397.283 
ALMA,10:00:33.1506,+01:44:18.846,2023-12-05T08:58:35.808,2.82,0.007,394.455,1.75,0.087 ,6.320 ,12.474 ,1064.028 
ALMA,10:00:33.1506,+01:44:18.846,2023-12-05T08:58:35.808,2.82,0.007,396.4548,1.75,0.077 ,6.164 ,12.159 ,1037.158 
ALMA,21:47:20.3390,-50:36:06.271,2021-05-24T09:35:16.896,2.39,0.007,398.1435,1.281,-1.288 ,6.913 ,12.261 ,1045.905 
ALMA,23:19:23.1250,-55:58:10.051,2019-08-13T05:39:39.168,2.44,0.007,398.9848,1.754,0.191 ,2.345 ,4.788 ,408.384 
ALMA,21:47:20.3390,-50:36:06.271,2021-05-24T09:35:16.896,2.39,0.007,400.4525,1.063,-1.484 ,7.759 ,13.723 ,1170.628 
ALMA,23:19:23.1250,-55:58:10.051,2019-08-13T05:39:39.168,2.44,0.007,400.828,1.59,0.779 ,3.072 ,6.800 ,580.036 
ALMA,02:18:57.3717,-05:20:11.400,2016-08-14T08:47:09.264,3.99,0.007,401.1007,1.711,0.212 ,3.824 ,7.707 ,657.430 
ALMA,16:34:10.0661,-15:48:29.735,2016-08-20T00:44:19.776,1.71,0.007,401.393,1.61,12.580 ,25.600 ,62.755 ,5353.126 
ALMA,12:45:39.1860,+03:23:08.320,2022-08-10T21:14:17.712,0.74,0.007,401.9822,1.176,-3.090 ,48.270 ,91.517 ,7806.608 
ALMA,02:18:57.3717,-05:20:11.400,2016-08-14T08:47:09.264,3.99,0.007,402.8942,1.719,0.175 ,4.716 ,9.419 ,803.423 
ALMA,16:34:10.0661,-15:48:29.735,2016-08-20T00:44:19.776,1.71,0.007,403.3829,1.61,9.927 ,22.160 ,53.360 ,4551.691 
ALMA,12:45:39.1860,+03:23:08.320,2022-08-10T21:14:17.712,0.74,0.007,404.1873,1.828,-0.778 ,11.660 ,22.075 ,1883.062 
ALMA,10:00:33.1506,+01:44:18.846,2023-12-05T08:58:35.808,2.82,0.007,406.4884,1.735,-0.285 ,4.507 ,8.548 ,729.199 
ALMA,02:05:11.5369,+22:42:38.761,2022-07-18T10:06:56.448,0.76,0.007,407.9972,1.852,-0.013 ,8.948 ,17.525 ,1494.923 
ALMA,10:00:33.1506,+01:44:18.846,2023-12-05T08:58:35.808,2.82,0.007,408.5976,1.563,-0.007 ,7.645 ,14.977 ,1277.597 
ALMA,02:05:11.5369,+22:42:38.761,2022-07-18T10:06:56.448,0.76,0.007,409.833,1.766,2.484 ,16.270 ,34.373 ,2932.048 
ALMA,21:47:20.3390,-50:36:06.271,2021-05-24T09:35:16.896,2.39,0.007,410.5107,1.422,-0.404 ,5.240 ,9.867 ,841.640 
ALMA,23:19:23.1250,-55:58:10.051,2019-08-13T05:39:39.168,2.44,0.007,410.9889,1.781,0.094 ,3.319 ,6.599 ,562.921 
ALMA,21:47:20.3390,-50:36:06.271,2021-05-24T09:35:16.896,2.39,0.007,412.0185,1.063,-0.533 ,6.017 ,11.261 ,960.550 
ALMA,23:19:23.1250,-55:58:10.051,2019-08-13T05:39:39.168,2.44,0.007,412.8605,1.781,0.054 ,2.232 ,4.429 ,377.810 
ALMA,02:18:57.3717,-05:20:11.400,2016-08-14T08:47:09.264,3.99,0.007,413.1797,1.797,-0.418 ,3.688 ,6.811 ,580.952 
ALMA,12:45:39.1860,+03:23:08.320,2022-08-10T21:14:17.712,0.74,0.007,414.3532,1.637,0.532 ,17.520 ,34.870 ,2974.507 
ALMA,02:18:57.3717,-05:20:11.400,2016-08-14T08:47:09.264,3.99,0.007,414.8868,1.742,-0.142 ,4.501 ,8.680 ,740.403 
ALMA,22:51:50.1257,-17:52:35.647,2024-07-02T08:23:26.448,0.24,0.006,415.665,1.848,1.773 ,12.340 ,25.959 ,3013.972 
ALMA,12:45:39.1860,+03:23:08.320,2022-08-10T21:14:17.712,0.74,0.007,416.1969,1.848,1.123 ,23.870 ,47.907 ,4086.585 
ALMA,22:51:50.1257,-17:52:35.647,2024-07-02T08:23:26.448,0.24,0.006,417.6272,1.43,1.163 ,15.320 ,31.190 ,3621.283 
ALMA,02:05:11.5369,+22:42:38.761,2022-07-18T10:06:56.448,0.76,0.007,419.9934,1.106,-1.692 ,27.430 ,52.070 ,4441.651 
ALMA,02:05:11.5369,+22:42:38.761,2022-07-18T10:06:56.448,0.76,0.007,421.7784,1.801,0.875 ,26.810 ,53.421 ,4556.956 
ALMA,22:51:50.1257,-17:52:35.647,2024-07-02T08:23:26.448,0.24,0.006,427.7918,1.785,1.646 ,49.740 ,99.134 ,11510.053 
ALMA,22:51:50.1257,-17:52:35.647,2024-07-02T08:23:26.448,0.24,0.006,429.6277,0.6172,1.618 ,19.900 ,40.621 ,4716.346 
ALMA,12:26:55.3457,-00:52:50.414,2021-06-29T23:27:04.464,0.34,0.006,444.1938,0.797,16.530 ,139.900 ,290.728 ,33755.174 
ALMA,12:26:55.3457,-00:52:50.414,2021-06-29T23:27:04.464,0.34,0.006,444.8718,1.821,10.090 ,207.100 ,415.998 ,48299.633 
ALMA,02:26:01.5240,+03:02:51.554,2022-06-13T11:40:06.192,0.5,0.006,453.9608,1.849,1.746 ,29.520 ,59.604 ,6920.356 
ALMA,02:26:01.5240,+03:02:51.554,2022-06-13T11:40:06.192,0.5,0.006,455.7894,1.834,2.018 ,23.030 ,47.156 ,5475.058 
ALMA,12:26:55.3457,-00:52:50.414,2021-06-29T23:27:04.464,0.34,0.006,456.0769,1.781,15.210 ,126.200 ,262.557 ,30484.313 
ALMA,12:26:55.3457,-00:52:50.414,2021-06-29T23:27:04.464,0.34,0.006,457.135,0.4142,14.510 ,175.000 ,357.503 ,41508.073 
ALMA,23:11:25.1808,-54:50:40.658,2019-04-14T12:57:43.728,0.81,0.006,463.2886,1.781,21.340 ,40.950 ,101.600 ,11796.363 
ALMA,23:11:25.1808,-54:50:40.658,2019-04-14T12:57:43.728,0.81,0.006,465.1636,1.781,27.730 ,37.830 ,101.875 ,11828.284 
ALMA,01:03:12.5146,-45:39:04.641,2024-07-27T07:45:56.208,1.23,0.006,465.3459,0.508,-0.953 ,12.150 ,22.861 ,2654.255 
ALMA,02:26:01.5240,+03:02:51.554,2022-06-13T11:40:06.192,0.5,0.006,465.9555,1.866,-1.711 ,19.620 ,36.743 ,4266.113 
ALMA,01:03:12.5146,-45:39:04.641,2024-07-27T07:45:56.208,1.23,0.006,466.4447,1.774,-0.432 ,17.670 ,34.201 ,3970.913 
ALMA,02:26:01.5240,+03:02:51.554,2022-06-13T11:40:06.192,0.5,0.006,467.7875,1.866,1.132 ,26.270 ,52.620 ,6109.490 
ALMA,20:54:07.1674,-00:05:25.111,2021-07-07T07:45:07.008,1.34,0.006,468.9881,1.641,-0.158 ,8.976 ,17.435 ,2024.253 
ALMA,23:03:16.3511,+08:52:15.600,2023-05-19T11:09:14.784,0.79,0.006,470.7659,0.9533,0.308 ,21.700 ,42.840 ,4973.906 
ALMA,20:54:07.1674,-00:05:25.111,2021-07-07T07:45:07.008,1.34,0.006,470.8552,1.5,0.452 ,11.060 ,22.130 ,2569.364 
ALMA,23:03:16.3511,+08:52:15.600,2023-05-19T11:09:14.784,0.79,0.006,472.2501,1.766,-1.741 ,23.010 ,43.358 ,5034.066 
ALMA,23:11:25.1808,-54:50:40.658,2019-04-14T12:57:43.728,0.81,0.006,475.3994,1.727,34.540 ,159.800 ,347.742 ,40374.722 
ALMA,02:42:41.4313,-00:00:57.973,2021-11-20T02:05:05.472,0.58,0.005,476.8741,0.8793,-0.670 ,13.370 ,25.535 ,4269.207 
ALMA,01:03:12.5146,-45:39:04.641,2024-07-27T07:45:56.208,1.23,0.006,476.9816,1.158,-2.221 ,22.400 ,41.682 ,4839.523 
ALMA,23:11:25.1808,-54:50:40.658,2019-04-14T12:57:43.728,0.81,0.006,477.1636,1.719,19.720 ,55.990 ,129.458 ,15030.808 
ALMA,05:35:24.1650,-05:01:41.644,2024-08-11T14:58:57.936,0.44,0.006,477.4872,0.9327,1.170 ,110.300 ,217.354 ,25235.952 
ALMA,05:35:24.1650,-05:01:41.644,2024-08-11T14:58:57.936,0.44,0.006,477.4943,0.9186,214.500 ,341.700 ,884.218 ,102662.633 
ALMA,01:34:18.9783,-29:25:16.902,2023-05-19T13:29:01.152,0.64,0.006,477.9886,1.313,0.363 ,8.509 ,17.040 ,1978.496 
ALMA,02:42:41.4313,-00:00:57.973,2021-11-20T02:05:05.472,0.58,0.005,478.4047,1.827,-1.191 ,9.173 ,16.788 ,2806.771 
ALMA,01:03:12.5146,-45:39:04.641,2024-07-27T07:45:56.208,1.23,0.006,478.5121,1.686,-2.964 ,13.810 ,24.103 ,2798.497 
ALMA,05:35:24.1650,-05:01:41.644,2024-08-11T14:58:57.936,0.44,0.006,478.9964,1.834,224.800 ,228.800 ,673.239 ,78166.749 
ALMA,05:35:24.1650,-05:01:41.644,2024-08-11T14:58:57.936,0.44,0.006,479.0096,1.784,8.259 ,65.510 ,136.656 ,15866.514 
ALMA,01:34:18.9783,-29:25:16.902,2023-05-19T13:29:01.152,0.64,0.006,479.6348,1.766,0.377 ,7.021 ,14.138 ,1641.474 
ALMA,20:54:07.1674,-00:05:25.111,2021-07-07T07:45:07.008,1.34,0.006,481.0423,0.9378,-0.369 ,16.210 ,31.402 ,3645.986 
ALMA,23:03:16.3511,+08:52:15.600,2023-05-19T11:09:14.784,0.79,0.006,482.3164,1.797,-0.896 ,13.560 ,25.681 ,2981.724 
ALMA,20:54:07.1674,-00:05:25.111,2021-07-07T07:45:07.008,1.34,0.006,483.1565,1.094,0.027 ,7.275 ,14.286 ,1658.642 
ALMA,23:03:16.3511,+08:52:15.600,2023-05-19T11:09:14.784,0.79,0.006,484.0857,1.508,0.232 ,18.770 ,37.020 ,4298.221 
ALMA,02:42:41.4313,-00:00:57.973,2021-11-20T02:05:05.472,0.58,0.005,488.8861,1.07,-0.286 ,44.690 ,87.305 ,14596.679 
ALMA,01:34:18.9783,-29:25:16.902,2023-05-19T13:29:01.152,0.64,0.006,489.8591,1.43,0.571 ,24.440 ,48.473 ,5627.928 
ALMA,02:42:41.4313,-00:00:57.973,2021-11-20T02:05:05.472,0.58,0.005,490.3072,1.869,-2.367 ,9.254 ,15.770 ,2636.696 
ALMA,05:35:24.1650,-05:01:41.644,2024-08-11T14:58:57.936,0.44,0.006,490.7178,0.214,-50.550 ,296.500 ,530.578 ,61603.053 
